"CWNS_ID","FACILITY_ID","STATE_CODE","CURRENT_EFFLUENT_TREATMENT_LEVEL","CURRENT_DISINFECTION_FLAG","FUTURE_EFFLUENT_TREATMENT_LEVEL","FUTURE_DISINFECTION_FLAG"
"48000154001",1182835,"TX","Secondary","Y","Secondary","Y"
"48000237001",1182864,"TX","Secondary","Y","Secondary","Y"
"48001043001",1182900,"TX","Secondary","Y","Secondary","Y"
"48001119001",1182920,"TX","Secondary","Y","Secondary","Y"
"48003011002",1183175,"TX","Secondary","Y","Secondary","Y"
"48004216001",1183469,"TX","Secondary","Y","Secondary","Y"
"48000114001",1182805,"TX","Secondary","Y","Secondary","Y"
"48001125003",1182929,"TX","Secondary","Y","Secondary","Y"
"48001209001",1182989,"TX","Secondary","Y","Secondary","Y"
"48003115001",1183260,"TX","Secondary","Y","Secondary","Y"
"48003119001",1183263,"TX","Secondary","Y","Secondary","Y"
"48003299001",1183317,"TX","Secondary","Y","Secondary","Y"
"48005086001",1183636,"TX","Secondary","Y","Secondary","Y"
"48007023002",1183798,"TX","Secondary","Y","Secondary","Y"
"48007695001",1184221,"TX","Secondary","Y","Secondary","Y"
"48007851001",1184306,"TX","Secondary","Y","Secondary","Y"
"48007871001",1184319,"TX","Secondary","Y","Secondary","Y"
"48008075001",1184416,"TX","Secondary","Y","Secondary","Y"
"48009025001",1227951,"TX","Secondary","Y","Secondary","Y"
"48001124201",3119648,"TX","Secondary","Y","Secondary","Y"
"48001010001",1227758,"TX","Secondary","Y","Secondary","Y"
"48006022001",417949,"TX","Secondary","Y","Secondary","Y"
"48001244001",3150368,"TX","Secondary","Y","Secondary","Y"
"48007045001",3500841,"TX","Secondary","Y","Secondary","Y"
"48001009007",1182880,"TX","Secondary","Y","Secondary","Y"
"48001150001",1182953,"TX","Secondary","Y","Secondary","Y"
"48001224001",1183005,"TX","Secondary","Y","Secondary","Y"
"48001275001",1183038,"TX","Secondary","Y","Secondary","Y"
"48001276001",1183039,"TX","Secondary","Y","Secondary","Y"
"48003167001",1183282,"TX","Secondary","Y","Secondary","Y"
"48005032001",1183590,"TX","Secondary","Y","Secondary","Y"
"48006048001",1183711,"TX","Secondary","Y","Secondary","Y"
"48007072001",1183899,"TX","Secondary","Y","Secondary","Y"
"48007421001",1184068,"TX","Secondary","Y","Secondary","Y"
"48007528001",1184125,"TX","Secondary","Y","Secondary","Y"
"48007535002",1184130,"TX","Secondary","Y","Secondary","Y"
"48007731001",1184241,"TX","Secondary","Y","Secondary","Y"
"48007842001",1184299,"TX","Secondary","Y","Secondary","Y"
"48008033001",1184379,"TX","Secondary","Y","Secondary","Y"
"48008043001",1184390,"TX","Secondary","Y","Secondary","Y"
"48001210001",1182990,"TX","Secondary","Y","Secondary","Y"
"48001403001",1183075,"TX","Secondary","Y","Secondary","Y"
"48002021001",1183119,"TX","Secondary","Y","Secondary","Y"
"48003033001",1183196,"TX","Secondary","Y","",""
"48003047001",1183211,"TX","Secondary","Y","Secondary","Y"
"48003062001",1183220,"TX","Secondary","Y","Secondary","Y"
"48003074001",1183225,"TX","Secondary","Y","Secondary","Y"
"48003165001",1183281,"TX","Secondary","Y","Secondary","Y"
"48004079001",1183390,"TX","Secondary","Y","Secondary","Y"
"48005077001",1183626,"TX","Secondary","Y","Secondary","Y"
"48005119001",1183659,"TX","Secondary","Y","Secondary","Y"
"48007039012",1183827,"TX","Secondary","Y","Secondary","Y"
"48007170001",1183978,"TX","Secondary","Y","Secondary","Y"
"48007185001",1183987,"TX","Secondary","Y","Secondary","Y"
"48008186001",1184457,"TX","Secondary","Y","Secondary","Y"
"48009033001",1184485,"TX","Secondary","Y","Secondary","Y"
"48009504001",1184506,"TX","Secondary","Y","Secondary","Y"
"48001147001",1182950,"TX","Secondary","Y","Secondary","Y"
"48000131001",1227743,"TX","Secondary","Y","Secondary","Y"
"48000151001",1227746,"TX","Secondary","Y","Secondary","Y"
"48000239001",1227752,"TX","Secondary","Y","Secondary","Y"
"48004234001",1227859,"TX","Secondary","Y","Secondary","Y"
"48005126001",1227892,"TX","Secondary","Y","Secondary","Y"
"48007439001",1227921,"TX","Secondary","Y","Secondary","Y"
"48002014002",2835401,"TX","Secondary","Y","Secondary","Y"
"48001124002",2844665,"TX","Secondary","Y","Secondary","Y"
"48007690002",3149615,"TX","Secondary","Y","Secondary","Y"
"48008015011",3047428,"TX","Secondary","Y","Secondary","Y"
"48004002002",3084008,"TX","Secondary","Y","Secondary","Y"
"48000141001",1182826,"TX","Secondary","Y","Secondary","Y"
"48000186001",1182855,"TX","Secondary","Y","Secondary","Y"
"48001007001",1182876,"TX","Secondary","N","Secondary","N"
"48001220003",1183002,"TX","Secondary","Y","Secondary","Y"
"48002045001",1183132,"TX","Secondary","Y","Secondary","Y"
"48003099001",1183246,"TX","Secondary","Y","Secondary","Y"
"48005106001",1183652,"TX","Secondary","Y","Secondary","Y"
"48007004001",1183773,"TX","Secondary","Y","Secondary","Y"
"48007039084",1183851,"TX","Secondary","Y","Secondary","Y"
"48007425001",1184071,"TX","Secondary","Y","Secondary","Y"
"48008185001",1184456,"TX","Secondary","Y","Secondary","Y"
"48002039001",1227785,"TX","Secondary","Y","Secondary","Y"
"48005097001",1227886,"TX","Secondary","Y","Secondary","Y"
"48007560001",1227930,"TX","Secondary","Y","Secondary","Y"
"48002163002",2914250,"TX","Secondary","Y","Secondary","Y"
"48007924001",3149088,"TX","Secondary","Y","Secondary","Y"
"48007752002",3153388,"TX","Secondary","Y","Secondary","Y"
"48001065602",3345471,"TX","Secondary","Y","Secondary","Y"
"48002062001",1183143,"TX","Secondary","Y","Secondary","Y"
"48005041001",1183597,"TX","Secondary","Y","Secondary","Y"
"48005098001",1183647,"TX","Secondary","Y","Secondary","Y"
"48007020002",1183792,"TX","Secondary","Y","Secondary","Y"
"48007088001",1183911,"TX","Secondary","Y","Secondary","Y"
"48007211001",1184004,"TX","Secondary","Y","Secondary","Y"
"48007652001",1184196,"TX","Secondary","Y","Secondary","Y"
"48008203001",1184463,"TX","Secondary","Y","Secondary","Y"
"48000165001",1227748,"TX","Secondary","Y","Secondary","Y"
"48001170001",1227768,"TX","Secondary","Y","Secondary","Y"
"48001658001",3126189,"TX","Secondary","Y","Secondary","Y"
"48001721601",3376711,"TX","Secondary","Y","Secondary","Y"
"48004269002",1183493,"TX","Secondary","Y","Secondary","Y"
"48007719001",1184234,"TX","Secondary","Y","Secondary","Y"
"48008071001",1184412,"TX","Secondary","Y","Secondary","Y"
"48000134001",1182820,"TX","Secondary","Y","Secondary","Y"
"48000208001",1182859,"TX","Secondary","Y","Secondary","Y"
"48001005001",1182874,"TX","Secondary","Y","Secondary","Y"
"48002139001",1183162,"TX","Secondary","Y","Secondary","Y"
"48003069001",1183223,"TX","Secondary","Y","Advanced","Y"
"48003084001",1183235,"TX","Advanced","Y","Advanced","Y"
"48003108001",1183253,"TX","Secondary","Y","Secondary","Y"
"48003268001",1183305,"TX","Secondary","Y","Secondary","Y"
"48005060001",1183612,"TX","Secondary","Y","Secondary","Y"
"48007027005",1183806,"TX","Secondary","Y","Secondary","Y"
"48007784001",1184269,"TX","Secondary","Y","Secondary","Y"
"48007932001",1184343,"TX","Secondary","Y","Secondary","Y"
"48071124001",3139722,"TX","Secondary","Y","Secondary","Y"
"48071221001",3149308,"TX","Secondary","Y","Secondary","Y"
"48002008001",1183111,"TX","Secondary","N","Secondary","N"
"48003019001",1183183,"TX","Secondary","Y","Secondary","Y"
"48003227001",1183291,"TX","Secondary","Y","Secondary","Y"
"48005092001",1183642,"TX","Secondary","Y","Secondary","Y"
"48006020003",1183693,"TX","Secondary","Y","Secondary","Y"
"48007032001",1183813,"TX","Secondary","Y","Secondary","Y"
"48007186001",1183988,"TX","Secondary","Y","Secondary","Y"
"48002046001",1227788,"TX","Secondary","Y","Secondary","Y"
"48003007001",1227802,"TX","Secondary","Y","Secondary","Y"
"48008176001",1227948,"TX","Secondary","Y","Secondary","Y"
"48000124001",1182812,"TX","Secondary","Y","Secondary","Y"
"48000153001",1182834,"TX","Secondary","Y","Secondary","Y"
"48001222001",1183003,"TX","Secondary","Y","Secondary","Y"
"48001232001",1183011,"TX","Secondary","Y","Secondary","Y"
"48003104001",1183252,"TX","Secondary","Y","Secondary","Y"
"48006066001",1183723,"TX","Secondary","Y","Secondary","Y"
"48006138001",1183752,"TX","Secondary","Y","Secondary","Y"
"48007536001",1184131,"TX","Secondary","Y","Secondary","Y"
"48007640001",1184188,"TX","Secondary","Y","Secondary","Y"
"48007706001",1184227,"TX","Secondary","Y","Secondary","Y"
"48008054001",1184400,"TX","Secondary","Y","Secondary","Y"
"48008081001",1227946,"TX","Secondary","Y","Secondary","Y"
"48004354008",1183524,"TX","Secondary","Y","Secondary","Y"
"48005045001",1183601,"TX","Secondary","Y","Secondary","Y"
"48006047001",1183709,"TX","Secondary","Y","Secondary","Y"
"48007120001",1183936,"TX","Secondary","Y","Secondary","Y"
"48007428001",1184073,"TX","Secondary","Y","Secondary","Y"
"48007527001",1184124,"TX","Secondary","Y","Secondary","Y"
"48007775001",1184266,"TX","Secondary","Y","Secondary","Y"
"48002067001",1183146,"TX","Secondary","Y","Secondary","Y"
"48003120001",1183264,"TX","Secondary","Y","Secondary","Y"
"48007165001",1183973,"TX","Secondary","Y","Secondary","Y"
"48007508001",1184112,"TX","Secondary","Y","Secondary","Y"
"48007680001",1184210,"TX","Secondary","Y","Secondary","Y"
"48007852001",1184307,"TX","Secondary","Y","Secondary","Y"
"48001125001",1182927,"TX","Secondary","Y","Secondary","Y"
"48002005002",1227782,"TX","Secondary","Y","Secondary","Y"
"48004354009",1227866,"TX","Secondary","Y","Secondary","Y"
"48001029001",1227759,"TX","Secondary","Y","Secondary","Y"
"48005030001",1227875,"TX","Secondary","Y","Secondary","Y"
"48003278001",3187068,"TX","Secondary","Y","Secondary","Y"
"48000155001",1182836,"TX","Secondary","Y","Secondary","Y"
"48001009001",1182879,"TX","Secondary","Y","Secondary","Y"
"48001223001",1183004,"TX","Secondary","Y","Secondary","Y"
"48001249001",1183026,"TX","Secondary","Y","Secondary","Y"
"48002081001",1183152,"TX","Secondary","Y","Secondary","Y"
"48003033002",1183197,"TX","Secondary","Y","Secondary","Y"
"48004053001",1183371,"TX","Secondary","Y","Secondary","Y"
"48007021001",1183793,"TX","Secondary","Y","Secondary","Y"
"48007039003",1183822,"TX","Secondary","Y","Secondary","Y"
"48007040001",1183858,"TX","Secondary","Y","Secondary","Y"
"48007556001",1184140,"TX","Secondary","Y","Secondary","Y"
"48007654001",1184198,"TX","Secondary","Y","Secondary","Y"
"48007709001",1184229,"TX","Secondary","Y","Secondary","Y"
"48008015001",1184357,"TX","Secondary","Y","Secondary","Y"
"48008015004",1184360,"TX","Secondary","Y","Secondary","Y"
"48005157001",3513757,"TX","Secondary","Y","Secondary","Y"
"48001006002",412040,"TX","Secondary","Y","Secondary","Y"
"48004097001",2948382,"TX","Secondary","Y","Secondary","Y"
"48002030001",1183124,"TX","Secondary","Y","Secondary","Y"
"48003051001",1183212,"TX","Secondary","Y","Secondary","Y"
"48007090001",1183913,"TX","Secondary","Y","Secondary","Y"
"48007838001",1184297,"TX","Secondary","Y","Secondary","Y"
"48005090002",1227884,"TX","Secondary","Y","Secondary","Y"
"48007012004",1065898,"TX","Secondary","Y","Secondary","Y"
"48001203006",1182980,"TX","Secondary","Y","Secondary","Y"
"48001219002",1183000,"TX","Secondary","Y","Secondary","Y"
"48002017001",1183116,"TX","Secondary","Y","Secondary","Y"
"48005033001",1183591,"TX","Secondary","Y","Secondary","Y"
"48006001001",1183672,"TX","Secondary","Y","Secondary","Y"
"48007018001",1183789,"TX","Secondary","Y","Secondary","Y"
"48007039001",1183820,"TX","Secondary","Y","Secondary","Y"
"48007412001",1184065,"TX","Secondary","Y","Secondary","Y"
"48007699001",1184223,"TX","Secondary","Y","Secondary","Y"
"48007855001",1184310,"TX","Secondary","Y","Secondary","Y"
"48008090001",1184425,"TX","Secondary","Y","Secondary","Y"
"48007088002",1227914,"TX","Secondary","Y","Secondary","Y"
"48007460001",1184087,"TX","Secondary","Y","Secondary","Y"
"48007516001",1184117,"TX","Secondary","Y","Secondary","Y"
"48009045001",1184491,"TX","Secondary","Y","Secondary","Y"
"48002072001",1227796,"TX","Secondary","Y","Secondary","Y"
"48003072001",1227814,"TX","Secondary","Y","Secondary","Y"
"48007518001",1227925,"TX","Secondary","Y","Secondary","Y"
"48000004007",2827220,"TX","Secondary","Y","Secondary","Y"
"48001272001",1065466,"TX","Secondary","Y","Secondary","Y"
"48001018002",3119541,"TX","Secondary","Y","Secondary","Y"
"48002050001",1227790,"TX","Secondary","Y","Secondary","Y"
"48005013001",1227868,"TX","Secondary","Y","Secondary","Y"
"48071109001",3123868,"TX","Secondary","Y","Secondary","Y"
"48000018002",3526016,"TX","Secondary","Y","Secondary","Y"
"48000130001",1182816,"TX","Secondary","Y","Secondary","Y"
"48000130002",1182817,"TX","Secondary","Y","Secondary","Y"
"48001207001",1182987,"TX","Secondary","Y","Secondary","Y"
"48002049001",1183134,"TX","Secondary","Y","Secondary","Y"
"48003097001",1183244,"TX","Secondary","Y","Secondary","Y"
"48003122001",1183266,"TX","Secondary","Y","Secondary","Y"
"48004209001",1183463,"TX","Secondary","Y","Secondary","Y"
"48004362001",1183532,"TX","Secondary","Y","Secondary","Y"
"48005262001",1183668,"TX","Secondary","Y","Secondary","Y"
"48006047002",1183710,"TX","Secondary","Y","Secondary","Y"
"48001203004",1182978,"TX","Secondary","Y","Secondary","Y"
"48001206001",1182986,"TX","Secondary","Y","Secondary","Y"
"48004360001",1183531,"TX","Secondary","Y","Secondary","Y"
"48005008001",1183570,"TX","Secondary","Y","Secondary","Y"
"48005080001",1183629,"TX","Secondary","Y","Secondary","Y"
"48005100001",1183648,"TX","Secondary","Y","Secondary","Y"
"48007027002",1183805,"TX","Secondary","Y","Secondary","Y"
"48007046001",1183864,"TX","Secondary","Y","Secondary","Y"
"48007098001",1183920,"TX","Secondary","Y","Secondary","Y"
"48007506001",1184110,"TX","Secondary","Y","Secondary","Y"
"48007535001",1184129,"TX","Secondary","Y","Secondary","Y"
"48007702001",1184224,"TX","Secondary","Y","Secondary","Y"
"48008045001",1184392,"TX","Secondary","Y","Secondary","Y"
"48008062001",1184404,"TX","Secondary","Y","Secondary","Y"
"48007081001",1183905,"TX","Secondary","Y","Secondary","Y"
"48007694001",1184220,"TX","Secondary","Y","Secondary","Y"
"48008030001",1184376,"TX","Secondary","Y","Secondary","Y"
"48009002001",1184466,"TX","Secondary","N","Secondary","N"
"48009518001",1184519,"TX","Secondary","Y","Secondary","Y"
"48000171001",1227749,"TX","Secondary","Y","Secondary","Y"
"48001214001",1227772,"TX","Secondary","Y","Secondary","Y"
"48003009001",1227803,"TX","Secondary","Y","Secondary","Y"
"48002020001",3516976,"TX","Secondary","Y","Secondary","Y"
"48003260001",1183302,"TX","Secondary","Y","Secondary","Y"
"48005089001",1183639,"TX","Secondary","Y","Secondary","Y"
"48006070001",1183725,"TX","Secondary","Y","Secondary","Y"
"48007016001",1183787,"TX","Secondary","Y","Secondary","Y"
"48007039022",1183831,"TX","Secondary","Y","Secondary","Y"
"48007145001",1183958,"TX","Secondary","Y","Secondary","Y"
"48007171001",1183979,"TX","Secondary","Y","Secondary","Y"
"48007174001",1183981,"TX","Secondary","Y","Secondary","Y"
"48007803001",1184278,"TX","Secondary","Y","Secondary","Y"
"48007868001",1184318,"TX","Secondary","Y","Secondary","Y"
"48009039002",3534776,"TX","Secondary","Y","Secondary","Y"
"48003087001",1183237,"TX","Advanced","N","Advanced","N"
"48005067001",1183616,"TX","Secondary","Y","Secondary","Y"
"48007027001",1183804,"TX","Secondary","Y","Secondary","Y"
"48007039017",1183828,"TX","Secondary","Y","Secondary","Y"
"48007200001",1183994,"TX","Secondary","Y","Secondary","Y"
"48007696001",1184222,"TX","Secondary","Y","Secondary","Y"
"48007822001",1184287,"TX","Secondary","Y","Secondary","Y"
"48008015003",1184359,"TX","Secondary","Y","Secondary","Y"
"48008042001",1184389,"TX","Secondary","Y","Secondary","Y"
"48007651002",1184195,"TX","Secondary","Y","Secondary","Y"
"48007792001",1184273,"TX","Secondary","Y","Secondary","Y"
"48000017016",401860,"TX","Secondary","Y","Secondary","Y"
"48001123002",3542396,"TX","Secondary","Y","Secondary","Y"
"48003096001",1227821,"TX","Secondary","Y","Secondary","Y"
"48001166001",1182960,"TX","Secondary","Y","Secondary","Y"
"48005110001",1183656,"TX","Secondary","Y","Secondary","Y"
"48007001001",1183771,"TX","Secondary","Y","Secondary","Y"
"48007051001",1183872,"TX","Secondary","Y","Secondary","Y"
"48007079001",1183903,"TX","Secondary","Y","Secondary","Y"
"48006052001",1227898,"TX","Secondary","Y","Secondary","Y"
"48008060001",1227941,"TX","Secondary","Y","Secondary","Y"
"48004129001",1227848,"TX","Secondary","Y","Secondary","Y"
"48001220001",3008982,"TX","Secondary","Y","Secondary","Y"
"48071214001",3149060,"TX","Secondary","Y","Secondary","Y"
"48001211003",2913205,"TX","Secondary","Y","Secondary","Y"
"48001389001",3512856,"TX","Secondary","Y","Secondary","Y"
"48002014001",3509496,"TX","Secondary","Y","Secondary","Y"
"48002069001",1183148,"TX","Secondary","Y","Secondary","Y"
"48003013001",1183178,"TX","Secondary","Y","Secondary","Y"
"48001127001",1182930,"TX","Secondary","Y","Secondary","Y"
"48003029001",1183192,"TX","Secondary","Y","Secondary","Y"
"48003060001",1183218,"TX","Secondary","Y","Secondary","Y"
"48004111002",1183420,"TX","Secondary","Y","Secondary","Y"
"48005010001",1183572,"TX","Secondary","Y","Secondary","Y"
"48005036001",1183593,"TX","Secondary","Y","Secondary","Y"
"48006066002",1183724,"TX","Secondary","Y","Secondary","Y"
"48007021003",1183795,"TX","Secondary","Y","Secondary","Y"
"48003281001",2883182,"TX","Secondary","Y","Secondary","Y"
"48000177001",2914531,"TX","Secondary","Y","Secondary","Y"
"48001127002",2992062,"TX","Secondary","N","Secondary","N"
"48002074001",1227797,"TX","Secondary","Y","Secondary","Y"
"48003053001",1227807,"TX","Secondary","Y","Secondary","Y"
"48005105001",1227889,"TX","Secondary","Y","Secondary","Y"
"48007031001",2871458,"TX","Secondary","Y","Secondary","Y"
"48000132001",1182818,"TX","Secondary","Y","Secondary","Y"
"48000145001",1182828,"TX","Secondary","Y","Secondary","Y"
"48001162001",1182958,"TX","Secondary","Y","Secondary","Y"
"48001294001",1183043,"TX","Secondary","Y","Secondary","Y"
"48002060001",1183141,"TX","Secondary","Y","Secondary","Y"
"48003031001",1183194,"TX","Secondary","Y","Secondary","Y"
"48000005001",1182793,"TX","Secondary","Y","Secondary","Y"
"48001008001",1182878,"TX","Secondary","Y","Secondary","Y"
"48003066001",1183222,"TX","Secondary","Y","Secondary","Y"
"48003114001",1183259,"TX","Secondary","Y","Secondary","Y"
"48003044001",1183209,"TX","Secondary","Y","Secondary","Y"
"48004150001",1183457,"TX","Secondary","Y","Secondary","Y"
"48004354010",1183525,"TX","Secondary","Y","Secondary","Y"
"48005243001",1183665,"TX","Secondary","Y","Secondary","Y"
"48006043002",1183706,"TX","Advanced","Y","Advanced","Y"
"48007524001",1184121,"TX","Secondary","Y","Secondary","Y"
"48003033015",3514796,"TX","Secondary","Y","Secondary","Y"
"48001065601",3345214,"TX","Secondary","Y","Secondary","Y"
"48000117001",1182807,"TX","Secondary","Y","Secondary","Y"
"48001106001",1182911,"TX","Secondary","Y","Secondary","Y"
"48001108001",1182913,"TX","Secondary","Y","Secondary","Y"
"48004075001",1183386,"TX","Secondary","Y","Secondary","Y"
"48005010002",1183573,"TX","Secondary","Y","Secondary","Y"
"48007002001",1183772,"TX","Secondary","Y","Secondary","Y"
"48007033001",1183814,"TX","Secondary","Y","Secondary","Y"
"48007059003",1183882,"TX","Secondary","Y","Secondary","Y"
"48007305001",1184059,"TX","Secondary","Y","Secondary","Y"
"48007669001",1184203,"TX","Secondary","Y","Secondary","Y"
"48003058003",404015,"TX","Secondary","Y","Secondary","Y"
"48003045001",1227806,"TX","Secondary","Y","Secondary","Y"
"48004221001",1227857,"TX","Secondary","Y","Secondary","Y"
"48008064001",1227943,"TX","Secondary","Y","Secondary","Y"
"48004002001",1227831,"TX","Secondary","Y","Secondary","Y"
"48004211001",1227854,"TX","Secondary","Y","Secondary","Y"
"48006045001",1227897,"TX","Secondary","Y","Secondary","Y"
"48001110001",1227763,"TX","Secondary","Y","Secondary","Y"
"48001285001",1227777,"TX","Secondary","Y","Secondary","Y"
"48003110001",1227823,"TX","Secondary","Y","Secondary","Y"
"48003118001",1227826,"TX","Secondary","Y","Secondary","Y"
"48005094001",1227885,"TX","Secondary","Y","Secondary","Y"
"48007768001",1184261,"TX","Secondary","Y","Secondary","Y"
"48009005001",1184469,"TX","Secondary","Y","Secondary","Y"
"48009056001",1184493,"TX","Secondary","Y","Secondary","Y"
"48001020001",2886767,"TX","Secondary","Y","Secondary","Y"
"48001093001",2864440,"TX","Secondary","Y","Secondary","Y"
"48003080002",2884102,"TX","Secondary","Y","Secondary","Y"
"48071120001",3150332,"TX","Secondary","Y","Secondary","Y"
"48003055001",1227808,"TX","Secondary","Y","Secondary","Y"
"48004203001",1227851,"TX","Secondary","Y","Secondary","Y"
"48000139001",1182824,"TX","Secondary","Y","Secondary","Y"
"48001026001",1182894,"TX","Secondary","Y","Secondary","Y"
"48004031001",1183351,"TX","Secondary","Y","Secondary","Y"
"48004060001",1183376,"TX","Secondary","Y","Secondary","Y"
"48004223001",1183475,"TX","Secondary","Y","Secondary","Y"
"48005044001",1183600,"TX","Secondary","Y","Secondary","Y"
"48005050001",1183606,"TX","Secondary","Y","Secondary","Y"
"48005075001",1183624,"TX","Advanced","N","",""
"48006188001",1183768,"TX","Secondary","Y","Secondary","Y"
"48007022001",1183796,"TX","Secondary","Y","Secondary","Y"
"48007041001",1183861,"TX","Secondary","Y","Secondary","Y"
"48007089001",1183912,"TX","Secondary","Y","Secondary","Y"
"48007167001",1183975,"TX","Secondary","Y","Secondary","Y"
"48092036001",2961542,"TX","Secondary","Y","Secondary","Y"
"48001025001",1182893,"TX","Secondary","Y","Secondary","Y"
"48001203008",1182981,"TX","Secondary","Y","Secondary","Y"
"48001213001",1182993,"TX","Secondary","Y","Secondary","Y"
"48001246001",1183023,"TX","Secondary","Y","Secondary","Y"
"48004095001",1183403,"TX","Secondary","Y","Secondary","Y"
"48004105001",1183411,"TX","Secondary","Y","Secondary","Y"
"48005001001",1183562,"TX","Secondary","Y","Secondary","Y"
